12in1;12 in 1;Final Burn Alpha;;199?;unlicensed;;;;;;0;;;;;
senkyu;Senkyu (Japan set 1);MAME (Libretro);;1995;Seibu Kaihatsu;Puzzle / Drop;;;;;0;;;;;
senkyu;Senkyu (Japan set 1);MAME (Mame4all);;1995;Seibu Kaihatsu;Puzzle / Drop;;;;;0;;;;;
senkyua;Senkyu (Japan set 2);Arcade;senkyu;1995;Seibu Kaihatsu;Puzzle / Drop;;;;;0;;;;;
senkyua;Senkyu (Japan set 2);MAME (Advance);senkyu;1995;Seibu Kaihatsu;Puzzle / Drop;;;;;0;;;;;
senkyua;Senkyu (Japan set 2);MAME (Libretro);senkyu;1995;Seibu Kaihatsu;Puzzle / Drop;;;;;0;;;;;
senkyua;Senkyu (Japan set 2);MAME (Mame4all);senkyu;1995;Seibu Kaihatsu;Puzzle / Drop;;;;;0;;;;;
sensibie;Sensible Soccer - International Edition (Euro);Final Burn Alpha;;1993;Sony Imagesoft;;;;;;0;;;;;
sensible;Sensible Soccer (Euro);Final Burn Alpha;;1993;Renegade;;;;;;0;;;;;
sensiblep;Sensible Soccer (Prototype);Final Burn Alpha;sensible;1993;Renegade;;;;;;0;;;;;
sesame;Sesame Street Counting Cafe (USA);Final Burn Alpha;;1994;Electronic Arts;;;;;;0;;;;;
sexappl;Sex Appeal (Version 6.02);Arcade;;1992;Grayhound Electronics;Quiz / English * Mature *;;;;;0;;;;;
sexappl;Sex Appeal (Version 6.02);MAME (Advance);;1992;Grayhound Electronics;Quiz / English * Mature *;;;;;0;;;;;
sexappl;Sex Appeal (Version 6.02);MAME (Libretro);;1992;Grayhound Electronics;Quiz / English * Mature *;;;;;0;;;;;
sexappl;Sex Appeal (Version 6.02);MAME (Mame4all);;1992;Grayhound Electronics;Quiz / English * Mature *;;;;;0;;;;;
sexyboom;Sexy Boom;Arcade;;1992;Sang Ho Soft;Puzzle / Sliding * Mature *;;;;;0;;;;;
sexyboom;Sexy Boom;MAME (Advance);;1992;Sang Ho Soft;Puzzle / Sliding * Mature *;;;;;0;;;;;
sexyboom;Sexy Boom;MAME (Libretro);;1992;Sang Ho Soft;Puzzle / Sliding * Mature *;;;;;0;;;;;
sexyboom;Sexy Boom;MAME (Mame4all);;1992;Sang Ho Soft;Puzzle / Sliding * Mature *;;;;;0;;;;;
sexyparo;Sexy Parodius (ver JAA);Arcade;;1996;Konami;Shooter / Flying Horizontal * Mature *;;;;;0;;;;;
sexyparo;Sexy Parodius (ver JAA);MAME (Advance);;1996;Konami;Shooter / Flying Horizontal * Mature *;;;;;0;;;;;
sexyparo;Sexy Parodius (ver JAA);MAME (Libretro);;1996;Konami;Shooter / Flying Horizontal * Mature *;;;;;0;;;;;
sexyparo;Sexy Parodius (ver JAA);MAME (Mame4all);;1996;Konami;Shooter / Flying Horizontal * Mature *;;;;;0;;;;;
sexyparoa;Sexy Parodius (ver AAA);Arcade;sexyparo;1996;Konami;Shooter / Flying Horizontal * Mature *;;;;;0;;;;;
sexyparoa;Sexy Parodius (ver AAA);MAME (Advance);sexyparo;1996;Konami;Shooter / Flying Horizontal * Mature *;;;;;0;;;;;
sexyparoa;Sexy Parodius (ver AAA);MAME (Libretro);sexyparo;1996;Konami;Shooter / Flying Horizontal * Mature *;;;;;0;;;;;
sexyparoa;Sexy Parodius (ver AAA);MAME (Mame4all);sexyparo;1996;Konami;Shooter / Flying Horizontal * Mature *;;;;;0;;;;;
sf2;Street Fighter II - The World Warrior (910522 etc);Final Burn Alpha;;1991;Capcom;;;;;;0;;;;;
sf2;Street Fighter II The World Warrior (World 910522);Arcade;;1991;Capcom;Fighter / Versus;;;;;0;;;;;
sf2;Street Fighter II The World Warrior (World 910522);MAME (Advance);;1991;Capcom;Fighter / Versus;;;;;0;;;;;
sf2;Street Fighter II The World Warrior (World 910522);MAME (Libretro);;1991;Capcom;Fighter / Versus;;;;;0;;;;;
sf2;Street Fighter II The World Warrior (World 910522);MAME (Mame4all);;1991;Capcom;Fighter / Versus;;;;;0;;;;;
sf2acc;Street Fighter II' - Champion Edition (Accelerator! bootleg set 1, 920313 USA) [Bootleg];Final Burn Alpha;sf2ce;1992;bootleg;;;;;;0;;;;;
sf2acc;Street Fighter II' Champion Edition (Accelerator!, bootleg, set 1);Arcade;sf2ce;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2acc;Street Fighter II' Champion Edition (Accelerator!, bootleg, set 1);MAME (Advance);sf2ce;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2acc;Street Fighter II' Champion Edition (Accelerator!, bootleg, set 1);MAME (Libretro);sf2ce;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2acc;Street Fighter II' Champion Edition (Accelerator!, bootleg, set 1);MAME (Mame4all);sf2ce;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2acca;Street Fighter II' - Champion Edition (Accelerator! bootleg set 2, 920310 Accelerator!) [Bootleg];Final Burn Alpha;sf2ce;1992;bootleg;;;;;;0;;;;;
sf2acca;Street Fighter II' Champion Edition (Accelerator!, bootleg, set 2);Arcade;sf2ce;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2acca;Street Fighter II' Champion Edition (Accelerator!, bootleg, set 2);MAME (Advance);sf2ce;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2acca;Street Fighter II' Champion Edition (Accelerator!, bootleg, set 2);MAME (Libretro);sf2ce;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2acca;Street Fighter II' Champion Edition (Accelerator!, bootleg, set 2);MAME (Mame4all);sf2ce;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2accp2;Street Fighter II' - Champion Edition (Accelerator Pt.II bootleg, 920313 Testron) [Bootleg];Final Burn Alpha;sf2ce;1992;bootleg;;;;;;0;;;;;
sf2accp2;Street Fighter II' Champion Edition (Accelerator Pt.II, bootleg);Arcade;sf2ce;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2accp2;Street Fighter II' Champion Edition (Accelerator Pt.II, bootleg);MAME (Advance);sf2ce;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2accp2;Street Fighter II' Champion Edition (Accelerator Pt.II, bootleg);MAME (Libretro);sf2ce;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2accp2;Street Fighter II' Champion Edition (Accelerator Pt.II, bootleg);MAME (Mame4all);sf2ce;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2amf2;Street Fighter II - Champion Edition (Alpha Magic-F bootleg set 2, 920313 etc) [Bootleg];Final Burn Alpha;sf2ce;1992;bootleg;;;;;;0;;;;;
sf2amf2;Street Fighter II' Champion Edition (L735 Test Rom, bootleg);Arcade;sf2ce;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2amf2;Street Fighter II' Champion Edition (L735 Test Rom, bootleg);MAME (Advance);sf2ce;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2amf2;Street Fighter II' Champion Edition (L735 Test Rom, bootleg);MAME (Libretro);sf2ce;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2amf2;Street Fighter II' Champion Edition (L735 Test Rom, bootleg);MAME (Mame4all);sf2ce;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2amf3;Street Fighter II - Champion Edition (Alpha Magic-F bootleg set 3, 920313 etc) [Bootleg];Final Burn Alpha;sf2ce;1992;bootleg;;;;;;0;;;;;
sf2amf4;Street Fighter II - Champion Edition (Alpha Magic-F bootleg set 4, 920313 etc) [Bootleg];Final Burn Alpha;sf2ce;1992;bootleg;;;;;;0;;;;;
sf2amf5;Street Fighter II - Champion Edition (Alpha Magic-F bootleg set 5, 920313 etc) [Bootleg];Final Burn Alpha;sf2ce;1992;bootleg;;;;;;0;;;;;
sf2amf6;Street Fighter II - Champion Edition (Alpha Magic-F bootleg set 6, 920313 etc) [Bootleg];Final Burn Alpha;sf2ce;1992;bootleg;;;;;;0;;;;;
sf2amf7;Street Fighter II - Champion Edition (Alpha Magic-F bootleg set 7, 920313 etc) [Bootleg];Final Burn Alpha;sf2ce;1992;bootleg;;;;;;0;;;;;
sf2amf8;Street Fighter II - Champion Edition (Alpha Magic-F bootleg set 8, 920313 etc) [Bootleg];Final Burn Alpha;sf2ce;1992;bootleg;;;;;;0;;;;;
sf2amf;Street Fighter II - Champion Edition (Alpha Magic-F bootleg set 1, 920313 etc) [Bootleg];Final Burn Alpha;sf2ce;1992;bootleg;;;;;;0;;;;;
sf2b2;Street Fighter II - The World Warrior (bootleg, 910214 etc, set 2) [Bootleg];Final Burn Alpha;sf2;1991;Capcom;;;;;;0;;;;;
sf2b;Street Fighter II - The World Warrior (bootleg, 910214 etc, set 1) [Bootleg];Final Burn Alpha;sf2;1991;Capcom;;;;;;0;;;;;
sf2b;Street Fighter II The World Warrior (bootleg);Arcade;sf2;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2b;Street Fighter II The World Warrior (bootleg);MAME (Advance);sf2;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2b;Street Fighter II The World Warrior (bootleg);MAME (Libretro);sf2;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2b;Street Fighter II The World Warrior (bootleg);MAME (Mame4all);sf2;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2bhh;Street Fighter II' - Champion Edition (Hungh-Hsi bootleg, 920313 Taiwan) [Bootleg];Final Burn Alpha;sf2ce;1992;bootleg;;;;;;0;;;;;
sf2bhh;Street Fighter II' Champion Edition (Hung Hsi, bootleg);Arcade;sf2ce;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2bhh;Street Fighter II' Champion Edition (Hung Hsi, bootleg);MAME (Advance);sf2ce;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2bhh;Street Fighter II' Champion Edition (Hung Hsi, bootleg);MAME (Libretro);sf2ce;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2bhh;Street Fighter II' Champion Edition (Hung Hsi, bootleg);MAME (Mame4all);sf2ce;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2ce;Street Fighter II' - Champion Edition (street fighter 2' 920513 etc);Final Burn Alpha;;1992;Capcom;;;;;;0;;;;;
sf2ce;Street Fighter II' Champion Edition (World 920513);Arcade;;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2ce;Street Fighter II' Champion Edition (World 920513);MAME (Advance);;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2ce;Street Fighter II' Champion Edition (World 920513);MAME (Libretro);;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2ce;Street Fighter II' Champion Edition (World 920513);MAME (Mame4all);;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2ceblp;Street Fighter II' Champion Edition (protected bootleg on non-dash board);Arcade;sf2ce;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2ceblp;Street Fighter II' Champion Edition (protected bootleg on non-dash board);MAME (Advance);sf2ce;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2ceblp;Street Fighter II' Champion Edition (protected bootleg on non-dash board);MAME (Libretro);sf2ce;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2ceblp;Street Fighter II' Champion Edition (protected bootleg on non-dash board);MAME (Mame4all);sf2ce;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2ceea;Street Fighter II' - Champion Edition (street fighter 2' 920313 etc);Final Burn Alpha;sf2ce;1992;Capcom;;;;;;0;;;;;
sf2ceea;Street Fighter II' Champion Edition (World 920313);Arcade;sf2ce;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2ceea;Street Fighter II' Champion Edition (World 920313);MAME (Advance);sf2ce;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2ceea;Street Fighter II' Champion Edition (World 920313);MAME (Libretro);sf2ce;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2ceea;Street Fighter II' Champion Edition (World 920313);MAME (Mame4all);sf2ce;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2ceeab2;Street Fighter II' - Champion Edition (920313 etc bootleg set 2) [Bootleg];Final Burn Alpha;sf2ce;1992;bootleg;;;;;;0;;;;;
sf2ceeabl;Street Fighter II' - Champion Edition (920313 etc bootleg set 1) [Bootleg];Final Burn Alpha;sf2ce;1992;bootleg;;;;;;0;;;;;
sf2ceja;Street Fighter II' - Champion Edition (street fighter 2' 920322 Japan);Final Burn Alpha;sf2ce;1992;Capcom;;;;;;0;;;;;
sf2ceja;Street Fighter II' Champion Edition (Japan 920322);Arcade;sf2ce;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2ceja;Street Fighter II' Champion Edition (Japan 920322);MAME (Advance);sf2ce;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2ceja;Street Fighter II' Champion Edition (Japan 920322);MAME (Libretro);sf2ce;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2ceja;Street Fighter II' Champion Edition (Japan 920322);MAME (Mame4all);sf2ce;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2cejab2;Street Fighter II' - Champion Edition (920322 Japan bootleg set 2) [Bootleg];Final Burn Alpha;sf2ce;1992;bootleg;;;;;;0;;;;;
sf2cejabl;Street Fighter II' - Champion Edition (920322 Japan bootleg set 1) [Bootleg];Final Burn Alpha;sf2ce;1992;bootleg;;;;;;0;;;;;
sf2cejb;Street Fighter II' - Champion Edition (street fighter 2' 920513 Japan);Final Burn Alpha;sf2ce;1992;Capcom;;;;;;0;;;;;
sf2cejb;Street Fighter II' Champion Edition (Japan 920513);Arcade;sf2ce;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2cejb;Street Fighter II' Champion Edition (Japan 920513);MAME (Advance);sf2ce;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2cejb;Street Fighter II' Champion Edition (Japan 920513);MAME (Libretro);sf2ce;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2cejb;Street Fighter II' Champion Edition (Japan 920513);MAME (Mame4all);sf2ce;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2cejc;Street Fighter II' - Champion Edition (street fighter 2' 920803 Japan);Final Burn Alpha;sf2ce;1992;Capcom;;;;;;0;;;;;
sf2cejc;Street Fighter II' Champion Edition (Japan 920803);Arcade;sf2ce;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2cejc;Street Fighter II' Champion Edition (Japan 920803);MAME (Advance);sf2ce;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2cejc;Street Fighter II' Champion Edition (Japan 920803);MAME (Libretro);sf2ce;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2cejc;Street Fighter II' Champion Edition (Japan 920803);MAME (Mame4all);sf2ce;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2ceua;Street Fighter II' - Champion Edition (street fighter 2' 920313 USA);Final Burn Alpha;sf2ce;1992;Capcom;;;;;;0;;;;;
sf2ceua;Street Fighter II' Champion Edition (USA 920313);Arcade;sf2ce;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2ceua;Street Fighter II' Champion Edition (USA 920313);MAME (Advance);sf2ce;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2ceua;Street Fighter II' Champion Edition (USA 920313);MAME (Libretro);sf2ce;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2ceua;Street Fighter II' Champion Edition (USA 920313);MAME (Mame4all);sf2ce;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2ceuab2;Street Fighter II' - Champion Edition (920313 USA bootleg set 2) [Bootleg];Final Burn Alpha;sf2ce;1992;bootleg;;;;;;0;;;;;
sf2ceuab3;Street Fighter II' - Champion Edition (920313 USA bootleg set 3) [Bootleg];Final Burn Alpha;sf2ce;1992;bootleg;;;;;;0;;;;;
sf2ceuab4;Street Fighter II' - Champion Edition (920313 USA bootleg set 4) [Bootleg];Final Burn Alpha;sf2ce;1992;bootleg;;;;;;0;;;;;
sf2ceuab5;Street Fighter II' - Champion Edition (920313 USA bootleg set 5) [Bootleg];Final Burn Alpha;sf2ce;1992;bootleg;;;;;;0;;;;;
sf2ceuab6;Street Fighter II' - Champion Edition (920313 USA bootleg set 6) [Bootleg];Final Burn Alpha;sf2ce;1992;bootleg;;;;;;0;;;;;
sf2ceuab7;Street Fighter II' - Champion Edition (920313 USA bootleg set 7) [Bootleg];Final Burn Alpha;sf2ce;1992;bootleg;;;;;;0;;;;;
sf2ceuabl;Street Fighter II' - Champion Edition (920313 USA bootleg set 1) [Bootleg];Final Burn Alpha;sf2ce;1992;bootleg;;;;;;0;;;;;
sf2ceub;Street Fighter II' - Champion Edition (street fighter 2' 920513 USA);Final Burn Alpha;sf2ce;1992;Capcom;;;;;;0;;;;;
sf2ceub;Street Fighter II' Champion Edition (USA 920513);Arcade;sf2ce;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2ceub;Street Fighter II' Champion Edition (USA 920513);MAME (Advance);sf2ce;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2ceub;Street Fighter II' Champion Edition (USA 920513);MAME (Libretro);sf2ce;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2ceub;Street Fighter II' Champion Edition (USA 920513);MAME (Mame4all);sf2ce;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2ceuc;Street Fighter II' - Champion Edition (street fighter 2' 920803 USA);Final Burn Alpha;sf2ce;1992;Capcom;;;;;;0;;;;;
sf2ceuc;Street Fighter II' Champion Edition (USA 920803);Arcade;sf2ce;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2ceuc;Street Fighter II' Champion Edition (USA 920803);MAME (Advance);sf2ce;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2ceuc;Street Fighter II' Champion Edition (USA 920803);MAME (Libretro);sf2ce;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2ceuc;Street Fighter II' Champion Edition (USA 920803);MAME (Mame4all);sf2ce;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2ceucbl;Street Fighter II' - Champion Edition (920803 USA bootleg) [Bootleg];Final Burn Alpha;sf2ce;1992;bootleg;;;;;;0;;;;;
sf2dkot2;Street Fighter II' - Champion Edition (Double K.O. Turbo II bootleg, 902140 USA) [Bootleg];Final Burn Alpha;sf2ce;1992;bootleg;;;;;;0;;;;;
sf2dkot2;Street Fighter II' Champion Edition (Double K.O. Turbo II, bootleg);Arcade;sf2ce;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2dkot2;Street Fighter II' Champion Edition (Double K.O. Turbo II, bootleg);MAME (Advance);sf2ce;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2dkot2;Street Fighter II' Champion Edition (Double K.O. Turbo II, bootleg);MAME (Libretro);sf2ce;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2dkot2;Street Fighter II' Champion Edition (Double K.O. Turbo II, bootleg);MAME (Mame4all);sf2ce;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2dongb;Street Fighter II' Champion Edition (Dongfang Bubai protection bootleg, etc 920313) [Bootleg];Final Burn Alpha;sf2ce;1992;bootleg;;;;;;0;;;;;
sf2dongb;Street Fighter II' Champion Edition (Dongfang Bubai protection, bootleg);Arcade;sf2ce;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2dongb;Street Fighter II' Champion Edition (Dongfang Bubai protection, bootleg);MAME (Advance);sf2ce;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2dongb;Street Fighter II' Champion Edition (Dongfang Bubai protection, bootleg);MAME (Libretro);sf2ce;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2dongb;Street Fighter II' Champion Edition (Dongfang Bubai protection, bootleg);MAME (Mame4all);sf2ce;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2eb;Street Fighter II - The World Warrior (910214 etc);Final Burn Alpha;sf2;1991;Capcom;;;;;;0;;;;;
sf2eb;Street Fighter II The World Warrior (World 910214);Arcade;sf2;1991;Capcom;Fighter / Versus;;;;;0;;;;;
sf2eb;Street Fighter II The World Warrior (World 910214);MAME (Advance);sf2;1991;Capcom;Fighter / Versus;;;;;0;;;;;
sf2eb;Street Fighter II The World Warrior (World 910214);MAME (Libretro);sf2;1991;Capcom;Fighter / Versus;;;;;0;;;;;
sf2eb;Street Fighter II The World Warrior (World 910214);MAME (Mame4all);sf2;1991;Capcom;Fighter / Versus;;;;;0;;;;;
sf2ebbl2;Street Fighter II - The World Warrior (TAB Austria bootleg set 2, 910214 etc) [Bootleg];Final Burn Alpha;sf2;1992;bootleg;;;;;;0;;;;;
sf2ebbl2;Street Fighter II The World Warrior (TAB Austria, bootleg, set 3);Arcade;sf2;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2ebbl2;Street Fighter II The World Warrior (TAB Austria, bootleg, set 3);MAME (Advance);sf2;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2ebbl2;Street Fighter II The World Warrior (TAB Austria, bootleg, set 3);MAME (Libretro);sf2;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2ebbl2;Street Fighter II The World Warrior (TAB Austria, bootleg, set 3);MAME (Mame4all);sf2;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2ebbl3;Street Fighter II The World Warrior (TAB Austria, bootleg, set 4);Arcade;sf2;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2ebbl3;Street Fighter II The World Warrior (TAB Austria, bootleg, set 4);MAME (Advance);sf2;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2ebbl3;Street Fighter II The World Warrior (TAB Austria, bootleg, set 4);MAME (Libretro);sf2;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2ebbl3;Street Fighter II The World Warrior (TAB Austria, bootleg, set 4);MAME (Mame4all);sf2;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2ebbl;Street Fighter II - The World Warrior (TAB Austria bootleg, 910214 etc) [Bootleg];Final Burn Alpha;sf2;1992;bootleg;;;;;;0;;;;;
sf2ebbl;Street Fighter II The World Warrior (TAB Austria, bootleg, set 1);Arcade;sf2;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2ebbl;Street Fighter II The World Warrior (TAB Austria, bootleg, set 1);MAME (Advance);sf2;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2ebbl;Street Fighter II The World Warrior (TAB Austria, bootleg, set 1);MAME (Libretro);sf2;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2ebbl;Street Fighter II The World Warrior (TAB Austria, bootleg, set 1);MAME (Mame4all);sf2;1992;bootleg;Fighter / Versus;;;;;0;;;;;
sf2ed;Street Fighter II - The World Warrior (910318 etc);Final Burn Alpha;sf2;1991;Capcom;;;;;;0;;;;;
sf2ed;Street Fighter II The World Warrior (World 910318);Arcade;sf2;1991;Capcom;Fighter / Versus;;;;;0;;;;;
sf2ed;Street Fighter II The World Warrior (World 910318);MAME (Advance);sf2;1991;Capcom;Fighter / Versus;;;;;0;;;;;
sf2ed;Street Fighter II The World Warrior (World 910318);MAME (Libretro);sf2;1991;Capcom;Fighter / Versus;;;;;0;;;;;
sf2ed;Street Fighter II The World Warrior (World 910318);MAME (Mame4all);sf2;1991;Capcom;Fighter / Versus;;;;;0;;;;;
sf2ee;Street Fighter II - The World Warrior (910228 etc);Final Burn Alpha;sf2;1991;Capcom;;;;;;0;;;;;
sf2ee;Street Fighter II The World Warrior (World 910228);Arcade;sf2;1991;Capcom;Fighter / Versus;;;;;0;;;;;
sf2ee;Street Fighter II The World Warrior (World 910228);MAME (Advance);sf2;1991;Capcom;Fighter / Versus;;;;;0;;;;;
sf2ee;Street Fighter II The World Warrior (World 910228);MAME (Libretro);sf2;1991;Capcom;Fighter / Versus;;;;;0;;;;;
sf2ee;Street Fighter II The World Warrior (World 910228);MAME (Mame4all);sf2;1991;Capcom;Fighter / Versus;;;;;0;;;;;
sf2hf;Street Fighter II' - Hyper Fighting (street fighter 2' T 921209 ETC);Final Burn Alpha;;1992;Capcom;;;;;;0;;;;;
sf2hf;Street Fighter II' Hyper Fighting (World 921209);Arcade;;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2hf;Street Fighter II' Hyper Fighting (World 921209);MAME (Advance);;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2hf;Street Fighter II' Hyper Fighting (World 921209);MAME (Libretro);;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2hf;Street Fighter II' Hyper Fighting (World 921209);MAME (Mame4all);;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2hfj;Street Fighter II' Turbo - Hyper Fighting (street fighter 2' T 921209 Japan);Final Burn Alpha;sf2hf;1992;Capcom;;;;;;0;;;;;
sf2hfj;Street Fighter II' Turbo Hyper Fighting (Japan 921209);Arcade;sf2hf;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2hfj;Street Fighter II' Turbo Hyper Fighting (Japan 921209);MAME (Advance);sf2hf;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2hfj;Street Fighter II' Turbo Hyper Fighting (Japan 921209);MAME (Libretro);sf2hf;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2hfj;Street Fighter II' Turbo Hyper Fighting (Japan 921209);MAME (Mame4all);sf2hf;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2hfjb2;Street Fighter II' Turbo - Hyper Fighting (bootleg set 2, 921209 Japan) [Bootleg];Final Burn Alpha;sf2hf;1992;Capcom;;;;;;0;;;;;
sf2hfjb;Street Fighter II' Turbo - Hyper Fighting (bootleg set 1, 921209 Japan) [Bootleg];Final Burn Alpha;sf2hf;1992;Capcom;;;;;;0;;;;;
sf2hfu;Street Fighter II' - Hyper Fighting (street fighter 2' T 921209 USA);Final Burn Alpha;sf2hf;1992;Capcom;;;;;;0;;;;;
sf2hfu;Street Fighter II' Hyper Fighting (USA 921209);Arcade;sf2hf;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2hfu;Street Fighter II' Hyper Fighting (USA 921209);MAME (Advance);sf2hf;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2hfu;Street Fighter II' Hyper Fighting (USA 921209);MAME (Libretro);sf2hf;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2hfu;Street Fighter II' Hyper Fighting (USA 921209);MAME (Mame4all);sf2hf;1992;Capcom;Fighter / Versus;;;;;0;;;;;
sf2j;Street Fighter II - The World Warrior (911210 Japan);Final Burn Alpha;sf2;1991;Capcom;;;;;;0;;;;;
sf2j;Street Fighter II The World Warrior (Japan 911210);Arcade;sf2;1991;Capcom;Fighter / Versus;;;;;0;;;;;
sf2j;Street Fighter II The World Warrior (Japan 911210);MAME (Advance);sf2;1991;Capcom;Fighter / Versus;;;;;0;;;;;
sf2j;Street Fighter II The World Warrior (Japan 911210);MAME (Libretro);sf2;1991;Capcom;Fighter / Versus;;;;;0;;;;;
sf2j;Street Fighter II The World Warrior (Japan 911210);MAME (Mame4all);sf2;1991;Capcom;Fighter / Versus;;;;;0;;;;;
sf2ja;Street Fighter II - The World Warrior (910214 Japan);Final Burn Alpha;sf2;1991;Capcom;;;;;;0;;;;;
sf2ja;Street Fighter II The World Warrior (Japan 910214);Arcade;sf2;1991;Capcom;Fighter / Versus;;;;;0;;;;;
sf2ja;Street Fighter II The World Warrior (Japan 910214);MAME (Advance);sf2;1991;Capcom;Fighter / Versus;;;;;0;;;;;
