#Name;Title;Emulator;CloneOf;Year;Manufacturer;Category;Players;Rotation;Control;Status;DisplayCount;DisplayType;AltRomname;AltTitle;Extra;Buttons
fredmemus;Fred Flintstones' Memory Match (US, High Score version, 3/10/95);MAME (Libretro);fredmem;1994;Coastal Amusements;Puzzle / Match;;;;;0;;;;;
fredmemus;Fred Flintstones' Memory Match (US, High Score version, 3/10/95);MAME (Mame4all);fredmem;1994;Coastal Amusements;Puzzle / Match;;;;;0;;;;;
fredmesp;Fred Flintstones' Memory Match (Spanish, 3/17/95);Arcade;fredmem;1994;Coastal Amusements;Puzzle / Match;;;;;0;;;;;
fredmesp;Fred Flintstones' Memory Match (Spanish, 3/17/95);Final Burn Alpha;fredmem;1994;Coastal Amusements;Puzzle / Match;;;;;0;;;;;
fredmesp;Fred Flintstones' Memory Match (Spanish, 3/17/95);MAME (Advance);fredmem;1994;Coastal Amusements;Puzzle / Match;;;;;0;;;;;
fredmesp;Fred Flintstones' Memory Match (Spanish, 3/17/95);MAME (Libretro);fredmem;1994;Coastal Amusements;Puzzle / Match;;;;;0;;;;;
fredmesp;Fred Flintstones' Memory Match (Spanish, 3/17/95);MAME (Mame4all);fredmem;1994;Coastal Amusements;Puzzle / Match;;;;;0;;;;;
freezeat2;Freeze (Atari) (prototype, 96/10/18);Arcade;freezeat;1996;Atari Games;Puzzle;;;;;0;;;;;
freezeat2;Freeze (Atari) (prototype, 96/10/18);Arcade;freezeat;1996;Atari Games;Puzzle / Toss;;;;;0;;;;;
freezeat2;Freeze (Atari) (prototype, 96/10/18);Final Burn Alpha;freezeat;1996;Atari Games;Puzzle;;;;;0;;;;;
freezeat2;Freeze (Atari) (prototype, 96/10/18);MAME (Advance);freezeat;1996;Atari Games;Puzzle;;;;;0;;;;;
freezeat2;Freeze (Atari) (prototype, 96/10/18);MAME (Advance);freezeat;1996;Atari Games;Puzzle / Toss;;;;;0;;;;;
freezeat2;Freeze (Atari) (prototype, 96/10/18);MAME (Libretro);freezeat;1996;Atari Games;Puzzle;;;;;0;;;;;
freezeat2;Freeze (Atari) (prototype, 96/10/18);MAME (Libretro);freezeat;1996;Atari Games;Puzzle / Toss;;;;;0;;;;;
freezeat2;Freeze (Atari) (prototype, 96/10/18);MAME (Mame4all);freezeat;1996;Atari Games;Puzzle;;;;;0;;;;;
freezeat2;Freeze (Atari) (prototype, 96/10/18);MAME (Mame4all);freezeat;1996;Atari Games;Puzzle / Toss;;;;;0;;;;;
freezeat3;Freeze (Atari) (prototype, 96/10/07);Arcade;freezeat;1996;Atari Games;Puzzle;;;;;0;;;;;
freezeat3;Freeze (Atari) (prototype, 96/10/07);Arcade;freezeat;1996;Atari Games;Puzzle / Toss;;;;;0;;;;;
freezeat3;Freeze (Atari) (prototype, 96/10/07);Final Burn Alpha;freezeat;1996;Atari Games;Puzzle;;;;;0;;;;;
freezeat3;Freeze (Atari) (prototype, 96/10/07);MAME (Advance);freezeat;1996;Atari Games;Puzzle;;;;;0;;;;;
freezeat3;Freeze (Atari) (prototype, 96/10/07);MAME (Advance);freezeat;1996;Atari Games;Puzzle / Toss;;;;;0;;;;;
freezeat3;Freeze (Atari) (prototype, 96/10/07);MAME (Libretro);freezeat;1996;Atari Games;Puzzle;;;;;0;;;;;
freezeat3;Freeze (Atari) (prototype, 96/10/07);MAME (Libretro);freezeat;1996;Atari Games;Puzzle / Toss;;;;;0;;;;;
freezeat3;Freeze (Atari) (prototype, 96/10/07);MAME (Mame4all);freezeat;1996;Atari Games;Puzzle;;;;;0;;;;;
freezeat3;Freeze (Atari) (prototype, 96/10/07);MAME (Mame4all);freezeat;1996;Atari Games;Puzzle / Toss;;;;;0;;;;;
freezeat4;Freeze (Atari) (prototype, 96/10/03);Arcade;freezeat;1996;Atari Games;Puzzle;;;;;0;;;;;
freezeat4;Freeze (Atari) (prototype, 96/10/03);Arcade;freezeat;1996;Atari Games;Puzzle / Toss;;;;;0;;;;;
freezeat4;Freeze (Atari) (prototype, 96/10/03);Final Burn Alpha;freezeat;1996;Atari Games;Puzzle;;;;;0;;;;;
freezeat4;Freeze (Atari) (prototype, 96/10/03);MAME (Advance);freezeat;1996;Atari Games;Puzzle;;;;;0;;;;;
freezeat4;Freeze (Atari) (prototype, 96/10/03);MAME (Advance);freezeat;1996;Atari Games;Puzzle / Toss;;;;;0;;;;;
freezeat4;Freeze (Atari) (prototype, 96/10/03);MAME (Libretro);freezeat;1996;Atari Games;Puzzle;;;;;0;;;;;
freezeat4;Freeze (Atari) (prototype, 96/10/03);MAME (Libretro);freezeat;1996;Atari Games;Puzzle / Toss;;;;;0;;;;;
freezeat4;Freeze (Atari) (prototype, 96/10/03);MAME (Mame4all);freezeat;1996;Atari Games;Puzzle;;;;;0;;;;;
freezeat4;Freeze (Atari) (prototype, 96/10/03);MAME (Mame4all);freezeat;1996;Atari Games;Puzzle / Toss;;;;;0;;;;;
freezeat5;Freeze (Atari) (prototype, 96/09/20, AMOA-96);Arcade;freezeat;1996;Atari Games;Puzzle;;;;;0;;;;;
freezeat5;Freeze (Atari) (prototype, 96/09/20, AMOA-96);Arcade;freezeat;1996;Atari Games;Puzzle / Toss;;;;;0;;;;;
freezeat5;Freeze (Atari) (prototype, 96/09/20, AMOA-96);Final Burn Alpha;freezeat;1996;Atari Games;Puzzle;;;;;0;;;;;
freezeat5;Freeze (Atari) (prototype, 96/09/20, AMOA-96);MAME (Advance);freezeat;1996;Atari Games;Puzzle;;;;;0;;;;;
freezeat5;Freeze (Atari) (prototype, 96/09/20, AMOA-96);MAME (Advance);freezeat;1996;Atari Games;Puzzle / Toss;;;;;0;;;;;
freezeat5;Freeze (Atari) (prototype, 96/09/20, AMOA-96);MAME (Libretro);freezeat;1996;Atari Games;Puzzle;;;;;0;;;;;
freezeat5;Freeze (Atari) (prototype, 96/09/20, AMOA-96);MAME (Libretro);freezeat;1996;Atari Games;Puzzle / Toss;;;;;0;;;;;
freezeat5;Freeze (Atari) (prototype, 96/09/20, AMOA-96);MAME (Mame4all);freezeat;1996;Atari Games;Puzzle;;;;;0;;;;;
freezeat5;Freeze (Atari) (prototype, 96/09/20, AMOA-96);MAME (Mame4all);freezeat;1996;Atari Games;Puzzle / Toss;;;;;0;;;;;
freezeat6;Freeze (Atari) (prototype, 96/09/07, Jamma-96);Arcade;freezeat;1996;Atari Games;Puzzle;;;;;0;;;;;
freezeat6;Freeze (Atari) (prototype, 96/09/07, Jamma-96);Arcade;freezeat;1996;Atari Games;Puzzle / Toss;;;;;0;;;;;
freezeat6;Freeze (Atari) (prototype, 96/09/07, Jamma-96);Final Burn Alpha;freezeat;1996;Atari Games;Puzzle;;;;;0;;;;;
freezeat6;Freeze (Atari) (prototype, 96/09/07, Jamma-96);MAME (Advance);freezeat;1996;Atari Games;Puzzle;;;;;0;;;;;
freezeat6;Freeze (Atari) (prototype, 96/09/07, Jamma-96);MAME (Advance);freezeat;1996;Atari Games;Puzzle / Toss;;;;;0;;;;;
freezeat6;Freeze (Atari) (prototype, 96/09/07, Jamma-96);MAME (Libretro);freezeat;1996;Atari Games;Puzzle;;;;;0;;;;;
freezeat6;Freeze (Atari) (prototype, 96/09/07, Jamma-96);MAME (Libretro);freezeat;1996;Atari Games;Puzzle / Toss;;;;;0;;;;;
freezeat6;Freeze (Atari) (prototype, 96/09/07, Jamma-96);MAME (Mame4all);freezeat;1996;Atari Games;Puzzle;;;;;0;;;;;
freezeat6;Freeze (Atari) (prototype, 96/09/07, Jamma-96);MAME (Mame4all);freezeat;1996;Atari Games;Puzzle / Toss;;;;;0;;;;;
freezeat;Freeze (Atari) (prototype, English voice, 96/10/25);Arcade;;1996;Atari Games;Puzzle;;;;;0;;;;;
freezeat;Freeze (Atari) (prototype, English voice, 96/10/25);Arcade;;1996;Atari Games;Puzzle / Toss;;;;;0;;;;;
freezeat;Freeze (Atari) (prototype, English voice, 96/10/25);Final Burn Alpha;;1996;Atari Games;Puzzle;;;;;0;;;;;
freezeat;Freeze (Atari) (prototype, English voice, 96/10/25);MAME (Advance);;1996;Atari Games;Puzzle;;;;;0;;;;;
freezeat;Freeze (Atari) (prototype, English voice, 96/10/25);MAME (Advance);;1996;Atari Games;Puzzle / Toss;;;;;0;;;;;
freezeat;Freeze (Atari) (prototype, English voice, 96/10/25);MAME (Libretro);;1996;Atari Games;Puzzle;;;;;0;;;;;
freezeat;Freeze (Atari) (prototype, English voice, 96/10/25);MAME (Libretro);;1996;Atari Games;Puzzle / Toss;;;;;0;;;;;
freezeat;Freeze (Atari) (prototype, English voice, 96/10/25);MAME (Mame4all);;1996;Atari Games;Puzzle;;;;;0;;;;;
freezeat;Freeze (Atari) (prototype, English voice, 96/10/25);MAME (Mame4all);;1996;Atari Games;Puzzle / Toss;;;;;0;;;;;
freezeatjp;Freeze (Atari) (prototype, Japanese voice, 96/10/25);Arcade;freezeat;1996;Atari Games;Puzzle;;;;;0;;;;;
freezeatjp;Freeze (Atari) (prototype, Japanese voice, 96/10/25);Arcade;freezeat;1996;Atari Games;Puzzle / Toss;;;;;0;;;;;
freezeatjp;Freeze (Atari) (prototype, Japanese voice, 96/10/25);Final Burn Alpha;freezeat;1996;Atari Games;Puzzle;;;;;0;;;;;
freezeatjp;Freeze (Atari) (prototype, Japanese voice, 96/10/25);MAME (Advance);freezeat;1996;Atari Games;Puzzle;;;;;0;;;;;
freezeatjp;Freeze (Atari) (prototype, Japanese voice, 96/10/25);MAME (Advance);freezeat;1996;Atari Games;Puzzle / Toss;;;;;0;;;;;
freezeatjp;Freeze (Atari) (prototype, Japanese voice, 96/10/25);MAME (Libretro);freezeat;1996;Atari Games;Puzzle;;;;;0;;;;;
freezeatjp;Freeze (Atari) (prototype, Japanese voice, 96/10/25);MAME (Libretro);freezeat;1996;Atari Games;Puzzle / Toss;;;;;0;;;;;
freezeatjp;Freeze (Atari) (prototype, Japanese voice, 96/10/25);MAME (Mame4all);freezeat;1996;Atari Games;Puzzle;;;;;0;;;;;
freezeatjp;Freeze (Atari) (prototype, Japanese voice, 96/10/25);MAME (Mame4all);freezeat;1996;Atari Games;Puzzle / Toss;;;;;0;;;;;
Frenzy (Europe);Frenzy (Europe);Commodore 64;;1984;Micro Power;Puzzle;;;;;0;;;;;
Frestris (Europe) (Unl);Frestris (Europe) (Unl);Amstrad CPC;;1995;Bollaware;Puzzle;;;;;0;;;;;
Frostbite (USA);Frostbite (USA);Atari 2600;;1983;Activision;Puzzle;;;;;0;;;;;
Frustration (USA);Frustration (USA);Commodore 64;;1986;Bahamaware;Puzzle;;;;;0;;;;;
funybublc;Funny Bubble (Comad version);Arcade;funybubl;1999;Comad;Puzzle / Toss * Mature *;;;;;0;;;;;
funybublc;Funny Bubble (Comad version);Final Burn Alpha;funybubl;1999;Comad;Puzzle / Toss * Mature *;;;;;0;;;;;
funybublc;Funny Bubble (Comad version);MAME (Advance);funybubl;1999;Comad;Puzzle / Toss * Mature *;;;;;0;;;;;
funybublc;Funny Bubble (Comad version);MAME (Libretro);funybubl;1999;Comad;Puzzle / Toss * Mature *;;;;;0;;;;;
funybublc;Funny Bubble (Comad version);MAME (Mame4all);funybubl;1999;Comad;Puzzle / Toss * Mature *;;;;;0;;;;;
funybubl;Funny Bubble;Arcade;;1999;In Chang Electronic Co;Puzzle / Toss * Mature *;;;;;0;;;;;
funybubl;Funny Bubble;Final Burn Alpha;;1999;In Chang Electronic Co;Puzzle / Toss * Mature *;;;;;0;;;;;
funybubl;Funny Bubble;MAME (Advance);;1999;In Chang Electronic Co;Puzzle / Toss * Mature *;;;;;0;;;;;
funybubl;Funny Bubble;MAME (Libretro);;1999;In Chang Electronic Co;Puzzle / Toss * Mature *;;;;;0;;;;;
funybubl;Funny Bubble;MAME (Mame4all);;1999;In Chang Electronic Co;Puzzle / Toss * Mature *;;;;;0;;;;;
Furopon World (Japan);Furopon World (Japan);Panasonic 3DO;;1995;Warp;Puzzle;;;;;0;;;;;
Fushigi na Blobby - Princess Blob o Sukue! (Japan);Fushigi na Blobby - Princess Blob o Sukue! (Japan);Nintendo Game Boy;;1990;Imagineering Inc;Puzzle;;;;;0;;;;;
Fuzzball (Europe);Fuzzball (Europe);Atari ST;;1987;Methodic Solutions;Puzzle;;;;;0;;;;;
Galgje (USA);Galgje (USA);Commodore 64;;1983;Elwood Computers;Puzzle;;;;;0;;;;;
galpani3;Gals Panic 3 (Euro);Arcade;;1995;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpani3;Gals Panic 3 (Euro);Final Burn Alpha;;1995;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpani3;Gals Panic 3 (Euro);MAME (Advance);;1995;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpani3;Gals Panic 3 (Euro);MAME (Libretro);;1995;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpani3;Gals Panic 3 (Euro);MAME (Mame4all);;1995;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpani3hk;Gals Panic 3 (Hong Kong);Arcade;galpani3;1995;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpani3hk;Gals Panic 3 (Hong Kong);Final Burn Alpha;galpani3;1995;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpani3hk;Gals Panic 3 (Hong Kong);MAME (Advance);galpani3;1995;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpani3hk;Gals Panic 3 (Hong Kong);MAME (Libretro);galpani3;1995;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpani3hk;Gals Panic 3 (Hong Kong);MAME (Mame4all);galpani3;1995;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpani3j;Gals Panic 3 (Japan);Arcade;galpani3;1995;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpani3j;Gals Panic 3 (Japan);Final Burn Alpha;galpani3;1995;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpani3j;Gals Panic 3 (Japan);MAME (Advance);galpani3;1995;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpani3j;Gals Panic 3 (Japan);MAME (Libretro);galpani3;1995;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpani3j;Gals Panic 3 (Japan);MAME (Mame4all);galpani3;1995;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpani3k;Gals Panic 3 (Korea);Arcade;galpani3;1995;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpani3k;Gals Panic 3 (Korea);Final Burn Alpha;galpani3;1995;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpani3k;Gals Panic 3 (Korea);MAME (Advance);galpani3;1995;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpani3k;Gals Panic 3 (Korea);MAME (Libretro);galpani3;1995;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpani3k;Gals Panic 3 (Korea);MAME (Mame4all);galpani3;1995;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpani4;Gals Panic 4 (Japan);Arcade;;1996;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpani4;Gals Panic 4 (Japan);Final Burn Alpha;;1996;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpani4;Gals Panic 4 (Japan);MAME (Advance);;1996;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpani4;Gals Panic 4 (Japan);MAME (Libretro);;1996;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpani4;Gals Panic 4 (Japan);MAME (Mame4all);;1996;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpani4k;Gals Panic 4 (Korea);Arcade;galpani4;1996;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpani4k;Gals Panic 4 (Korea);Final Burn Alpha;galpani4;1996;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpani4k;Gals Panic 4 (Korea);MAME (Advance);galpani4;1996;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpani4k;Gals Panic 4 (Korea);MAME (Libretro);galpani4;1996;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpani4k;Gals Panic 4 (Korea);MAME (Mame4all);galpani4;1996;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpanica;Gals Panic (MCU Protected);Arcade;galpanic;1990;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpanica;Gals Panic (MCU Protected);Final Burn Alpha;galpanic;1990;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpanica;Gals Panic (MCU Protected);MAME (Advance);galpanic;1990;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpanica;Gals Panic (MCU Protected);MAME (Libretro);galpanic;1990;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpanica;Gals Panic (MCU Protected);MAME (Mame4all);galpanic;1990;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpanic;Gals Panic (Unprotected);Arcade;;1990;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpanic;Gals Panic (Unprotected);Final Burn Alpha;;1990;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpanic;Gals Panic (Unprotected);MAME (Advance);;1990;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpanic;Gals Panic (Unprotected);MAME (Libretro);;1990;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpanic;Gals Panic (Unprotected);MAME (Mame4all);;1990;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpanis;Gals Panic S - Extra Edition (Europe);Arcade;;1997;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpanis;Gals Panic S - Extra Edition (Europe);Final Burn Alpha;;1997;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpanis;Gals Panic S - Extra Edition (Europe);MAME (Advance);;1997;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpanis;Gals Panic S - Extra Edition (Europe);MAME (Libretro);;1997;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpanis;Gals Panic S - Extra Edition (Europe);MAME (Mame4all);;1997;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpanisj;Gals Panic S - Extra Edition (Japan);Arcade;galpanis;1997;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpanisj;Gals Panic S - Extra Edition (Japan);Final Burn Alpha;galpanis;1997;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpanisj;Gals Panic S - Extra Edition (Japan);MAME (Advance);galpanis;1997;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpanisj;Gals Panic S - Extra Edition (Japan);MAME (Libretro);galpanis;1997;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpanisj;Gals Panic S - Extra Edition (Japan);MAME (Mame4all);galpanis;1997;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpanisk;Gals Panic S - Extra Edition (Korea);Arcade;galpanis;1997;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpanisk;Gals Panic S - Extra Edition (Korea);Final Burn Alpha;galpanis;1997;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpanisk;Gals Panic S - Extra Edition (Korea);MAME (Advance);galpanis;1997;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpanisk;Gals Panic S - Extra Edition (Korea);MAME (Libretro);galpanis;1997;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpanisk;Gals Panic S - Extra Edition (Korea);MAME (Mame4all);galpanis;1997;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpans2a;Gals Panic S2 (Asia);Arcade;galpans2;1999;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpans2a;Gals Panic S2 (Asia);Final Burn Alpha;galpans2;1999;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpans2a;Gals Panic S2 (Asia);MAME (Advance);galpans2;1999;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpans2a;Gals Panic S2 (Asia);MAME (Libretro);galpans2;1999;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpans2a;Gals Panic S2 (Asia);MAME (Mame4all);galpans2;1999;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpans2;Gals Panic S2 (Japan);Arcade;;1999;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpans2;Gals Panic S2 (Japan);Final Burn Alpha;;1999;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpans2;Gals Panic S2 (Japan);MAME (Advance);;1999;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpans2;Gals Panic S2 (Japan);MAME (Libretro);;1999;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpans2;Gals Panic S2 (Japan);MAME (Mame4all);;1999;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpans3;Gals Panic S3 (Japan);Arcade;;2002;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpans3;Gals Panic S3 (Japan);Final Burn Alpha;;2002;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpans3;Gals Panic S3 (Japan);MAME (Advance);;2002;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpans3;Gals Panic S3 (Japan);MAME (Libretro);;2002;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpans3;Gals Panic S3 (Japan);MAME (Mame4all);;2002;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpansu;Gals Panic SU (Korea);Arcade;galpans2;1999;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpansu;Gals Panic SU (Korea);Final Burn Alpha;galpans2;1999;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpansu;Gals Panic SU (Korea);MAME (Advance);galpans2;1999;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpansu;Gals Panic SU (Korea);MAME (Libretro);galpans2;1999;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galpansu;Gals Panic SU (Korea);MAME (Mame4all);galpans2;1999;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galsnewa;Gals Panic (Export, EXPRO-02 PCB);Arcade;galsnew;1990;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galsnewa;Gals Panic (Export, EXPRO-02 PCB);Final Burn Alpha;galsnew;1990;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galsnewa;Gals Panic (Export, EXPRO-02 PCB);MAME (Advance);galsnew;1990;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galsnewa;Gals Panic (Export, EXPRO-02 PCB);MAME (Libretro);galsnew;1990;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galsnewa;Gals Panic (Export, EXPRO-02 PCB);MAME (Mame4all);galsnew;1990;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galsnew;Gals Panic (US, EXPRO-02 PCB);Arcade;;1990;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galsnew;Gals Panic (US, EXPRO-02 PCB);Final Burn Alpha;;1990;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galsnew;Gals Panic (US, EXPRO-02 PCB);MAME (Advance);;1990;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galsnew;Gals Panic (US, EXPRO-02 PCB);MAME (Libretro);;1990;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galsnew;Gals Panic (US, EXPRO-02 PCB);MAME (Mame4all);;1990;Kaneko;Puzzle / Outline * Mature *;;;;;0;;;;;
galsnewj;Gals Panic (Japan, EXPRO-02 PCB);Arcade;galsnew;1990;Kaneko (Taito license);Puzzle / Outline * Mature *;;;;;0;;;;;
galsnewj;Gals Panic (Japan, EXPRO-02 PCB);MAME (Advance);galsnew;1990;Kaneko (Taito license);Puzzle / Outline * Mature *;;;;;0;;;;;
galsnewj;Gals Panic (Japan, EXPRO-02 PCB);MAME (Libretro);galsnew;1990;Kaneko (Taito license);Puzzle / Outline * Mature *;;;;;0;;;;;
galsnewj;Gals Panic (Japan, EXPRO-02 PCB);MAME (Mame4all);galsnew;1990;Kaneko (Taito license);Puzzle / Outline * Mature *;;;;;0;;;;;
galsnewk;Gals Panic (Korea, EXPRO-02 PCB);Arcade;galsnew;1990;Kaneko (Inter license);Puzzle / Outline * Mature *;;;;;0;;;;;
galsnewk;Gals Panic (Korea, EXPRO-02 PCB);Final Burn Alpha;galsnew;1990;Kaneko (Inter license);Puzzle / Outline * Mature *;;;;;0;;;;;
galsnewk;Gals Panic (Korea, EXPRO-02 PCB);MAME (Advance);galsnew;1990;Kaneko (Inter license);Puzzle / Outline * Mature *;;;;;0;;;;;
galsnewk;Gals Panic (Korea, EXPRO-02 PCB);MAME (Libretro);galsnew;1990;Kaneko (Inter license);Puzzle / Outline * Mature *;;;;;0;;;;;
galsnewk;Gals Panic (Korea, EXPRO-02 PCB);MAME (Mame4all);galsnew;1990;Kaneko (Inter license);Puzzle / Outline * Mature *;;;;;0;;;;;
Gameboy Tetris (Europe) (Unl);Gameboy Tetris (Europe) (Unl);Commodore 64;;1992;Commodore Zone;Puzzle;;;;;0;;;;;
Game no Tetsujin - The Shanghai (Japan);Game no Tetsujin - The Shanghai (Japan);Nintendo Super Famicom;;1995;SunSoft;Puzzle;;;;;0;;;;;
Gatecrasher (Europe);Gatecrasher (Europe);Amstrad CPC;;1986;Amsoft;Puzzle;;;;;0;;;;;
Gatecrasher (Europe);Gatecrasher (Europe);Sinclair ZX Spectrum;;1984;Quicksilva;Puzzle;;;;;0;;;;;
Gem Gem (Japan);Gem Gem (Japan);Nintendo Game Boy;;1991;Vic Tokai;Puzzle;;;;;0;;;;;
Gem Smashers (USA);Gem Smashers (USA);Nintendo Game Boy Advance;;2003;Metro3D;Puzzle;;;;;0;;;;;
Gem'X (Europe);Gem'X (Europe);Atari ST;;1991;Kaiko;Puzzle;;;;;0;;;;;
Gem'x (USA);Gem'x (USA);Commodore 64;;1991;Demonware;Puzzle;;;;;0;;;;;
Geom Cube (USA);Geom Cube (USA);Sony PlayStation;;1995;Technos;Puzzle;;;;;0;;;;;
Geom Cube (USA);Geom Cube (USA);Sony PSP;;1995;Technos;Puzzle;;;;;0;;;;;
Geometric (Europe);Geometric (Europe);Commodore 64;;1995;CP Verlag/Magic Disk 64;Puzzle;;;;;0;;;;;
Geometric II (Europe) (Unl);Geometric II (Europe) (Unl);Commodore 64;;1995;Magna Media/64'er;Puzzle;;;;;0;;;;;
GEO Wunder Natur Puzzle - Echter Puzzlespass fuer Unterwegs (Europe) (En,Fr,De,Es,It);GEO Wunder Natur Puzzle - Echter Puzzlespass fuer Unterwegs;Nintendo DS;;;;;;;;;0;;;;;
Germ Crazy (Europe);Germ Crazy (Europe);Atari ST;;1991;Open Mind;Puzzle;;;;;0;;;;;
Gertrude's Puzzles (USA);Gertrude's Puzzles (USA);Commodore 64;;1984;The Learning Company;Puzzle;;;;;0;;;;;
Gertrude's Secrets (USA);Gertrude's Secrets (USA);Commodore 64;;1984;The Learning Company;Puzzle;;;;;0;;;;;
Get!! Colonies (Japan);Get!! Colonies (Japan);Sega Dreamcast;;2000;Sega;Puzzle;;;;;0;;;;;
Get Four (USA);Get Four (USA);Commodore 64;;1982;Victory Software;Puzzle;;;;;0;;;;;
ghostlop;Ghostlop (prototype);Arcade;;1996;Data East Corporation;Puzzle;;;;;0;;;;;
